LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,Postcode,Day_Length,Seats,X,Y,Email,MEALS,Website,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
KCHV,NYCEEC,K,"New York Creative Childcare, Inc.",,718-686-0388,5015 6th Ave,11220,1,36,981943,173649,nycreativechildcare@gmail.com,3,http://nycreativechildcare.com,7,1,15KCHV,40.643632,-74.008252,7,38,98,3393312,3007937501,Sunset Park East                                                           
Z041,DOE,K,Pre - K Center At 701 Caton Avenue,,212-637-8000,701 Caton Ave,11218,1,72,991647,175280,pre-k@schools.nyc.gov,5,,9,3,15Z041,40.647593,-73.973412,7,39,504,3000000,3053210064,Windsor Terrace                                                            
Z076,DOE,K,Pre - K Center At 173 - 177 25th Street,,718-686-2282,173 - 177 25th St,11232,1,108,984606,180147,MInterl@schools.nyc.gov,5,,9,3,15Z076,40.661059,-73.998973,7,38,101,3009582,3006510047,Sunset Park West                                                           
KBVR,NYCEEC,K,"United Methodist City Society, The",,718-435-6540,4419 7th Ave,11220,3,54,983514,174356,manguiano2@Yahoo.com,2,,7,2,15KBVR,40.645645,-74.002569,7,38,94,3011354,3007410001,Sunset Park East                                                           
KBYQ,NYCEEC,K,Bumble Bees R Us 8,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-676-0080,5721 6th Ave,11220,1,19,980791,172187,info@bumblebeesrus.com,2,http://bumblebeesrus.com,7,1,20KBYQ,40.639688,-74.012355,7,38,102,3015780,3008490001,Sunset Park East                                                           
KCMN,NYCEEC,K,ECDC Kaleidoscope,,917-652-4422,165 Prospect Park Southwest,11218,1,12,991634,177650,ecdckaleidoscope@aol.com,5,http://ecdckaleidoscope.com,9,3,15KCMN,40.654364,-73.973194,7,39,50202,3122557,3052750092,Windsor Terrace                                                            
K516,DOE,K,Sunset Park Avenues Elementary School,,718-369-8330,4222 4th Ave,11232,1,54,981893,176359,jrogness@schools.nyc.gov,3,http://sunsetparkavenues.org,2,3,15K516,40.650785,-74.008105,7,38,82,3337158,3007230025,Sunset Park West                                                           
KBFQ,NYCEEC,K,St. Andrews CDC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-492-9678,4917 Fourth Ave,11220,1,20,980895,174833,,2,http://lutheranhealthcare.org/main/standrewscommunitydaycare.aspx,7,1,15KBFQ,40.646876,-74.01214,7,38,78,3012910,3007830001,Sunset Park West                                                           
KBMO,NYCEEC,K,Chick Peas Child Care,,347-878-8732,451 7th Ave,11215,1,12,988487,180754,admissions@chickpeas.org,5,http://chickpeas.org,7,2,15KBMO,40.662889,-73.984908,7,39,149,3026633,3011040003,Park Slope-Gowanus                                                         
KBEP,NYCEEC,K,Brooklyn Chinese American Assoc. Day Care,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-851-0869,713 43rd St,11232,1,93,983895,174718,acs@bca.net,3,http://bca.net,6,1,15KBEP,40.646062,-74.001308,7,38,92,3018327,3009247501,Sunset Park East                                                           
K362,CHARTER,K,Hellenic Classical Charter School,,718-499-0957,646 5th Ave,11215,1,18,986446,180808,JoyPetrakos@aol.com,3,http://hccs-nys.org,2,1,15K362,40.662646,-73.992085,7,38,143,3336795,3006340034,Park Slope-Gowanus                                                         
Z074,DOE,K,Pre - K Center At 140 58th Street,,718-439-2200,140 58th St,11220,1,140,978001,174150,DGounar@schools.nyc.gov,5,,9,3,20Z074,40.645338,-74.022864,7,38,18,3257058,3057780001,Sunset Park West                                                           
Z040,DOE,K,Pre - K Center At P.S. 516 Sunset Park Avenues ES,,212-637-8000,4222 4th Ave,11232,1,72,981861,176320,pre-k@schools.nyc.gov,5,,9,3,15Z040,40.650785,-74.008105,7,38,82,3337158,3007230025,Sunset Park West                                                           
K024,DOE,K,P.S. 024,,718-832-9366,427 38 St,11232,1,36,982972,177112,rdubits@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/15/k024,3,3,15K024,40.652701,-74.004743,7,38,84,3346119,3007010001,Sunset Park West                                                           
KBNB,NYCEEC,K,"Therapy And Learning Center, Inc.",,718-290-2750,1723 8th Ave,11215,1,32,988465,179376,sandee.bennett@tlckids.org,5,,9,3,15KBNB,40.659129,-73.984952,7,38,169,3330250,3008760001,Windsor Terrace                                                            
KCPN,NYCEEC,K,One World Project - Brooklyn,,212-929-0839,302 Vanderbilt St,11218,1,16,990117,176907,joanne@oneworldproject.org,5,,9,3,15KCPN,40.652444,-73.978925,7,39,1502,3382209,3052720001,Windsor Terrace                                                            
KBUJ,NYCEEC,K,Brooklyn Chinese American Assoc. - Bay Ridge DCC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-438-0008,4202 8th Ave,11232,1,105,984437,174480,bcachildcare@aol.com,3,http://bca.net,6,2,15KBUJ,40.645513,-73.999153,7,38,92,3337411,3009247503,Sunset Park East                                                           
K001,DOE,K,P.S. 001 The Bergen,,718-567-7661,309 47 St,11220,1,125,980985,175780,aramos4@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/15/k001,3,3,15K001,40.649042,-74.012289,7,38,80,3011821,3007550022,Sunset Park West                                                           
KCGR,NYCEEC,K,Brooklyn Chinese American Assoc.,,718-438-0008,4116 8th Ave,11232,1,30,984537,174612,bcaupkfd@gmail.com,2,http://bca.net,6,2,15KCGR,40.646018,-73.998627,7,38,92,3018183,3009220038,Sunset Park East                                                           
KBVG,NYCEEC,K,Brooklyn Chinese - American Assoc.,,718-438-0008,5002 8 Ave,11220,3,54,983142,172852,future@bca.net,5,,9,3,15KBVG,40.641028,-74.003816,7,38,108,3013418,3007940039,Sunset Park East                                                           
KBNA,NYCEEC,K,Sunset Park Children's School,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-439-3323,4616 4th Ave,11220,1,18,981214,175525,mothergoose11232@gmail.com,5,http://sunsetparkchild.com,9,3,15KBNA,40.648565,-74.010407,7,38,80,3011823,3007550045,Sunset Park West                                                           
K295,DOE,K,P.S. 295,,718-965-0390,330 18 St,11215,1,54,987330,180120,lmazza2@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/15/k295,6,3,15K295,40.660976,-73.988297,7,38,147,3331274,3008800001,Sunset Park West                                                           
KCMK,NYCEEC,K,"Brooklyn Treehouse Preeschool, Inc.",,718-499-1234,639 4th Ave,11232,1,30,985804,181024,warmen@optonline.net,5,http://brooklyntreehousepreschool.com,9,3,15KCMK,40.663708,-73.994637,7,38,143,3397574,3006377501,Park Slope-Gowanus                                                         
KBNU,NYCEEC,K,Stanley S Lamm Institute Preschool,,718-237-8833,500 19th St,11215,3,16,988971,178479,acaccamo@lammpreschool.org,4,http://lammpreschool.org,3,1,15KBNU,40.656944,-73.983115,7,38,1502,3017307,3008890001,Windsor Terrace                                                            
KBWC,NYCEEC,K,Sunset Park ECC,,718-722-6236,5902 6 Ave,11220,1,20,980400,171927,desiree.fryson@ccbq.org,5,,9,3,20KBWC,40.638645,-74.013465,7,38,102,3337343,3008640001,Sunset Park East                                                           
KCOT,NYCEEC,K,"Giocare, LLC",,347-827-1372,"279 23rd St, 1st Floor",11215,1,12,986197,179524,ellen@giocareplayschool.com,5,http://giocareplayschool.com,9,3,15KCOT,40.659415,-73.99322,7,38,145,3017650,3008990050,Sunset Park West                                                           
K172,DOE,K,P.S. 172 Beacon School Of Excellence,,718-965-4200,825 4 Ave,11232,1,36,984158,178921,jspatol@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/15/k172,3,3,15K172,40.657914,-74.000652,7,38,101,3009847,3006690001,Sunset Park West                                                           
KBYG,NYCEEC,K,Happy Dragon Children And Family Center,,347-610-1802,5805 7th Ave,11220,1,107,981319,171601,office@happydragonschool.com,5,,9,3,20KBYG,40.63786,-74.010669,7,38,104,3016180,3008587501,Sunset Park East                                                           
K149,DOE,K,P.S. 149 Danny Kaye,,718-385-8666,700 Sutter Ave,11207,1,90,1013999,183181,yschoff@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/19/k149,3,1,19K149,40.669719,-73.892822,5,42,1158,3084348,3037740016,East New York (Pennsylvania Ave)                                           
KCED,NYCEEC,K,Sunshine Center Of Coney Island,,718-996-7200,2929 W31st St,11224,4,18,985130,148137,yaneris@sunshinenewyork.com,3,http://sunshinenewyork.com,8,1,21KCED,40.575048,-73.997455,13,47,342,3321834,3070500001,Seagate-Coney Island                                                       
KBDN,NYCEEC,K,"Raven's ECC, Inc.",,718-927-2316,1102 East 92nd St,11236,1,69,1010240,173314,info@ravensschool.org,3,http://ravensschool.org,2,1,18KBDN,40.6424,-73.906147,18,46,964,3229538,3081790076,Canarsie                                                                   
KCPO,NYCEEC,K,Redeemer St. John's Nursery School,,718-476-8030,939 83 St,11228,1,18,978945,165235,rsjnursery@gmail.com,5,,9,3,20KCPO,40.62032,-74.019635,10,43,140,3330938,3060110040,Dyker Heights                                                              
KBDJ,NYCEEC,K,Cortelyou Academy,,718-421-9581,2739 Bedford Ave,11210,1,18,997245,170999,sfrancis@mycecc.com,5,http://mycecc.com,9,3,22KBDJ,40.636256,-73.9535,14,45,770,3120796,3052250002,Flatbush                                                                   
KCPK,NYCEEC,K,Chabad Of North Brooklyn,,718-388-0748,132 North 5 St,11249,1,12,995549,200403,director@ganchabadpreschool.com,5,,9,3,14KCPK,40.716944,-73.95928,1,33,553,3062307,3023430012,North Side-South Side                                                      
K155,DOE,K,P.S. / I.S. 155 Nicholas Herkimer,,718-495-7751,1355 Herkimer St,11233,1,36,1009570,186160,ncortes3@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/23/k155,7,3,23K155,40.677415,-73.908734,16,37,369,3042263,3015520043,Ocean Hill                                                                 
KAZT,NYCEEC,K,Bushwick United HDFC 1,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-443-0134,136 Stanhope St,11221,1,65,1005666,193610,IRFANAK@BUSHWICKUNITED.ORG,3,http://bushwickunited.org,7,2,32KAZT,40.698099,-73.922976,4,37,421,3392942,3032660020,Bushwick South                                                             
K213,DOE,K,P.S. 213 New Lots,,718-257-4034,580 Hegeman Ave,11207,1,54,1014692,179849,smoise2@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/19/k213,3,3,19K213,40.66051,-73.890288,5,42,1104,3097334,3043240001,East New York                                                              
KAXC,NYCEEC,K,Bishop Sexton,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-778-0292,933 Herkimer St,11233,1,50,1005748,186420,aalleyne@stmarksheadstart.org,3,http://stmarksheadstart.org,7,2,16KAXC,40.678169,-73.922497,3,41,299,3329595,3017040025,Crown Heights North                                                        
KBBO,NYCEEC,K,Khyle Brenaj Kiddie Daycare Inc.,,718-896-8108,9718 Flatlands Ave,11236,1,20,1011999,173864,parich@optonline.net,5,,9,3,18KBBO,40.643812,-73.900416,18,46,988,3230136,3082050042,Canarsie                                                                   
KBXK,NYCEEC,K,Brightside Academy - Clarkson,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-941-1802,210 Clarkson Ave,11226,1,18,997420,177902,nbennett@brightsideacademy.com,5,http://brightsideacademy.com,1,1,17KBXK,40.655272,-73.952477,17,40,820,3116264,3050660011,Prospect Lefferts Gardens-Wingate                                          
KBNG,NYCEEC,K,Bedford - Stuyvesant ECDC,,718-453-0500,275 Marcus Garvey Blvd,11221,1,40,1001199,189969,spiveys@bsecdc.org,5,,9,3,16KBNG,40.688118,-73.939051,3,36,277,3325012,3016290001,Stuyvesant Heights                                                         
K138,DOE,K,P.S. 138 Brooklyn,,718-467-0800,760 Prospect Pl,11216,1,72,997749,184891,mchauve@schools.nyc.gov,2,http://schools.nyc.gov/schoolportals/17/k138,3,3,17K138,40.67438,-73.951443,8,36,31701,3330794,3012330026,Crown Heights North                                                        
KCOI,NYCEEC,K,Treasure Island,,718-238-7676,347 74th St,11209,1,40,977131,169485,silbekidz@aol.com,5,,9,3,20KCOI,40.631852,-74.026203,10,43,66,3339305,3059180027,Bay Ridge                                                                  
KBIE,NYCEEC,K,All My Children Day Care Site 16,,718-493-1100,739 East New York Ave,11203,1,18,1001497,180679,ckratz@amcearlylearn.com,3,,6,1,17KBIE,40.662347,-73.938285,9,41,87401,3038483,3014280047,Prospect Lefferts Gardens-Wingate                                          
KBZU,NYCEEC,K,Bedford Stuyvesant ECDC 510,,718-455-4806,510 Quincy St,11221,3,45,1000909,189948,lubellmorriss@bsecdc.org,3,,3,1,16KBZU,40.688127,-73.94045,3,36,277,3051048,3018110019,Stuyvesant Heights                                                         
KCPC,NYCEEC,K,Wonder Land Pallc,,718-332-0500,1018 Ave Y,11235,1,60,995399,153981,wonderlandcare@gmail.com,5,http://wonderlandpsa.com,9,3,21KCPC,40.589474,-73.960236,15,48,588,3396930,3074300007,Homecrest                                                                  
K269,DOE,K,P.S. 269 Nostrand,,718-941-2800,1957 Nostrand Ave,11210,1,36,998729,171624,jpagan22@schools.nyc.gov,3,http://schools.nyc.gov/schoolportals/22/k269,2,3,22K269,40.637711,-73.948159,17,45,788,3113780,3049940023,Flatbush                                                                   
KBKU,NYCEEC,K,Friends Of Crown Heights 15,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-638-8686,2505 Pitkin Ave,11208,1,72,1017610,185022,davis@foch.biz,7,http://fochdaycare.org,3,1,19KBKU,40.674284,-73.879746,5,37,1192,3089020,3040060037,East New York                                                              
KBQX,NYCEEC,K,Get Set Kindergarten School Site - Cortelyou,,718-856-4646,1919 Cortelyou Rd,11226,1,54,995253,173640,getsetkaye@hotmail.com,2,,7,1,22KBQX,40.642973,-73.960547,14,40,514,3118534,3051500031,Flatbush                                                                   
KASI,NYCEEC,K,Cortelyou ECC,,718-282-6077,386 Marlborough Rd,11226,1,36,994095,172679,sfrancis@mycecc.com,5,,9,3,22KASI,40.640589,-73.964321,14,40,520,3118681,3051570013,Flatbush                                                                   
KCGO,NYCEEC,K,CDC Of Kingsborough,,718-368-5868,1915 Oriental Blvd,11235,1,18,1002181,150120,Linda.McHugh@kbcc.cuny.edu,3,http://kbcc.cuny.edu,7,1,22KCGO,40.578497,-73.935321,15,48,616,3326936,3087600060,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
KBMQ,NYCEEC,K,"Hanson Place CDC, Inc.",,718-237-4303,55 Hanson Pl,11217,1,20,990971,189050,carol.brathwaite@yahoo.com,5,http://hansonplaceinc.com,2,1,15KBMQ,40.685378,-73.975554,2,35,35,3059236,3021130001,Fort Greene                                                                
KBGS,NYCEEC,K,Urban Strategies 5 - Georgia L Mcmurray ECDC,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-235-1215,675 Lincoln Ave,11208,1,40,1021389,184414,usdaycare3@optimum.net,3,http://childcarecenter.us,6,1,19KBGS,40.672675,-73.866436,5,42,1208,3095889,3042710005,East New York                                                              
KATZ,NYCEEC,K,Neptune Avenue Head Start,<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,718-332-8524,293 Neptune Ave,11235,1,110,994173,151073,neptune293@gmail.com,3,,3,1,21KATZ,40.581079,-73.964133,13,48,366,3196391,3072620017,Brighton Beach                                                             
